gene_symbol,HealthyLungBiopsy_2,HealthyLungBiopsy_1,COVID19Lung_2,COVID19Lung_1
TAOK3,350.11853054634,283.75756319612,3576.17607338794,3147.97751184153
SUDS3,299.376714525132,325.670377576465,415.211454213582,0
SRRM4,14.7151266461505,1.56196823777681,0,0
HSPB8,1918.04064560169,1918.09699598992,1299.21003415217,786.994377960382
CCDC60,4.56676344190879,2.34295235666521,187.514850290005,0
TMEM233,32.4747622535736,114.284009397337,0,0
PRKAB1,421.664491136245,373.570736868287,0,0
CIT,81.6943237941461,25.5121478836879,0,0
MIR1178,0,0,0,0
RAB35,575.919611840719,366.021223719032,241.090521801434,472.196626776229
MIR4498,0,0,0,0
RPLP0,13573.9432038336,12346.0572794275,2906.48017949507,1416.58988032869
PXN-AS1,21.8189808891198,2.60328039629468,0,0
PXN,3433.19127199498,1884.51467887772,669.695893892873,472.196626776229
SIRT4,10.1483632042417,11.4544337436966,0,0
PLA2G1B,32.4747622535736,35.6649414292372,93.7574251450023,0
MSI1,13.1928721655143,7.80984118888405,0,0
COX6A1,1139.66118783635,1118.10893020857,1781.39107775504,786.994377960382
TRIAP1,311.554750370222,232.472939389115,187.514850290005,157.398875592076
GATC,270.453879393043,302.501182049442,241.090521801434,314.797751184153
SRSF9,677.403243883137,546.168227142624,200.908768167862,0
DYNLL1,1874.40268382345,1337.30513957658,4620.90166786083,3147.97751184153
COQ5,185.715046637624,92.9371101477202,334.847946946437,0
RNF10,1171.62853192971,1305.02446266252,1767.99715987719,1573.98875592076
POP5,181.655701355927,67.4249622640323,0,0
CABP1,22.3263990493318,15.0990262985092,0,0
MLEC,512.99975997442,1029.07674065529,482.181043602869,0
UNC119B,250.664571144771,386.58713884976,147.333096656432,0
MIR4700,0,0,0,0
ACADS,163.896065748504,80.4413642455057,53.5756715114299,0
SPPL3,292.272860282162,287.402155750933,200.908768167862,629.595502368305
HNF1A-AS1,1.52225448063626,0,0,0
HNF1A,14.7151266461505,9.89246550591979,13.3939178778575,0
C12orf43,144.614175660445,72.8918510962511,0,0
OASL,117.213595008992,401.42583710864,4433.38681757082,4879.36514335437
P2RX7,27.4005806514527,54.9292163618178,93.7574251450023,0
P2RX4,214.637881769713,445.68160384565,107.15134302286,157.398875592076
CAMKK2,640.869136347866,431.103233626399,254.484439679292,0
ANAPC5,914.367524702182,564.391189916687,455.393207847154,0
RNF34,184.7002103172,297.294621256853,93.7574251450023,157.398875592076
KDM2B,206.51919120632,357.690726450889,388.423618457867,0
ORAI1,213.623045449289,212.688008377276,26.7878357557149,0
MORN3,10.6557813644538,3.38426451518309,0,0
TMEM120B,72.0533787501164,67.9456183432912,0,0
RHOF,16.2373811267868,25.2518198440584,0,0
SETD1B,270.961297553255,147.605998469909,174.120932412147,314.797751184153
HPD,21.3115627289077,1.04131215851787,0,157.398875592076
PSMD9,503.866233090603,389.450747285685,254.484439679292,0
WDR66,15.7299629665747,38.0078937859024,0,0
BCL7A,70.0237061092681,139.275501201766,0,0
MLXIP,269.439043072618,324.368737378317,0,0
LRRC43,2.02967264084835,4.68590471333043,0,157.398875592076
IL31,0,0,0,0
B3GNT4,0,4.42557667370096,0,0
DIABLO,413.038382412639,706.269971514747,575.938468747871,472.196626776229
VPS33A,131.421303494931,76.5364436510637,80.3635072671448,0
CLIP1,647.972990590836,1267.53722495588,1406.36137717503,472.196626776229
ZCCHC8,176.581519753806,367.843519996439,80.3635072671448,0
RSRC2,646.450736110199,1599.97613156271,750.059401160018,157.398875592076
KNTC1,56.3234157835417,42.9541265388623,80.3635072671448,0
HCAR2,59.3679247448142,227.787034675785,2196.60253196863,1259.19100473661
HCAR3,43.6379617782395,370.446800392733,2424.2991358922,1259.19100473661
HCAR1,0,0,0,314.797751184153
DENR,421.157072976033,420.169455961962,817.028990549306,472.196626776229
CCDC62,4.56676344190879,2.34295235666521,0,0
HIP1R,370.415256954824,116.626961754002,0,157.398875592076
VPS37B,1082.32293573238,883.293038462786,66.9695893892873,0
ABCB9,31.9673440933615,3.38426451518309,13.3939178778575,0
OGFOD2,87.275923556479,47.9003592918222,0,0
ARL6IP4,1734.86268976513,540.701338310406,187.514850290005,157.398875592076
PITPNM2,382.593292799914,158.539776134346,53.5756715114299,0
MIR4304,0,0,0,0
MPHOSPH9,20.2967264084835,30.7187086762773,0,0
C12orf65,59.8753429050263,130.424347854364,26.7878357557149,472.196626776229
CDK2AP1,710.385424296922,249.394261965031,1312.60395203003,314.797751184153
SBNO1,272.483552033891,543.3046187067,66.9695893892873,0
RILPL2,747.934368152617,340.769403874974,709.877647526446,314.797751184153
SNRNP35,239.501371620105,85.1272689588361,0,0
RILPL1,135.988066936839,79.4000520869878,401.817536335724,0
MIR3908,4.56676344190879,0,0,0
TMED2,1386.26641369942,1968.34030763841,2785.93491859435,314.797751184153
DDX55,208.041445686956,221.018505645419,26.7878357557149,0
EIF2B1,446.020562826425,262.670991986133,174.120932412147,0
GTF2H3,111.124577086447,49.9829836088579,0,0
TCTN2,74.5904695511769,31.2393647555362,0,0
